s	external_id	project	continental_pop	subpop	gvcf	cram	crai	realign_cram	realign_crai	batch	operation	flowcell_lane	library_id	platform	centre	r_contamination	r_chimera	r_duplication	median_insert_size	fam_id	mat_id	sex	original_gvcf	pat_id
HG02330	HG02330	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02330.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB33	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02330/analysis/HG02330.haplotypeCalls.er.raw.g.vcf.gz	0
HG02332	HG02332	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02332.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB16	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02332/analysis/HG02332.haplotypeCalls.er.raw.g.vcf.gz	0
HG02334	HG02334	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02334.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB32	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02334/analysis/HG02334.haplotypeCalls.er.raw.g.vcf.gz	0
HG02337	HG02337	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02337.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB31	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02337/analysis/HG02337.haplotypeCalls.er.raw.g.vcf.gz	0
HG02339	HG02339	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02339.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB34	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02339/analysis/HG02339.haplotypeCalls.er.raw.g.vcf.gz	0
HG02343	HG02343	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02343.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB35	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02343/analysis/HG02343.haplotypeCalls.er.raw.g.vcf.gz	0
HG02345	HG02345	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02345.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02345/analysis/HG02345.haplotypeCalls.er.raw.g.vcf.gz	-
HG02348	HG02348	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02348.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02348/analysis/HG02348.haplotypeCalls.er.raw.g.vcf.gz	-
HG02351	HG02351	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02351.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02351	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02351/analysis/HG02351.haplotypeCalls.er.raw.g.vcf.gz	0
HG02353	HG02353	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02353.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02353	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02353/analysis/HG02353.haplotypeCalls.er.raw.g.vcf.gz	0
HG02355	HG02355	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02355.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02355	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02355/analysis/HG02355.haplotypeCalls.er.raw.g.vcf.gz	0
HG02356	HG02356	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02356.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02356	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02356/analysis/HG02356.haplotypeCalls.er.raw.g.vcf.gz	0
HG02360	HG02360	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02360.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02360	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02360/analysis/HG02360.haplotypeCalls.er.raw.g.vcf.gz	0
HG02364	HG02364	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02364.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02364	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02364/analysis/HG02364.haplotypeCalls.er.raw.g.vcf.gz	0
HG02367	HG02367	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02367.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02367	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02367/analysis/HG02367.haplotypeCalls.er.raw.g.vcf.gz	0
HG02371	HG02371	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02371.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02371	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02371/analysis/HG02371.haplotypeCalls.er.raw.g.vcf.gz	0
HG02373	HG02373	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02373.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02373	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02373/analysis/HG02373.haplotypeCalls.er.raw.g.vcf.gz	0
HG02374	HG02374	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02374.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02374	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02374/analysis/HG02374.haplotypeCalls.er.raw.g.vcf.gz	0
HG02375	HG02375	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02375.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02375	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02375/analysis/HG02375.haplotypeCalls.er.raw.g.vcf.gz	0
HG02379	HG02379	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02379.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02379	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02379/analysis/HG02379.haplotypeCalls.er.raw.g.vcf.gz	0
HG02380	HG02380	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02380.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02380	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02380/analysis/HG02380.haplotypeCalls.er.raw.g.vcf.gz	0
HG02382	HG02382	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02382.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02382	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02382/analysis/HG02382.haplotypeCalls.er.raw.g.vcf.gz	0
HG02383	HG02383	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02383.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02383	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02383/analysis/HG02383.haplotypeCalls.er.raw.g.vcf.gz	0
HG02384	HG02384	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02384.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02384	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02384/analysis/HG02384.haplotypeCalls.er.raw.g.vcf.gz	0
HG02385	HG02385	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02385.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02385	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02385/analysis/HG02385.haplotypeCalls.er.raw.g.vcf.gz	0
HG02386	HG02386	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02386.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02386	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02386/analysis/HG02386.haplotypeCalls.er.raw.g.vcf.gz	0
HG02389	HG02389	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02389.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02389	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02389/analysis/HG02389.haplotypeCalls.er.raw.g.vcf.gz	0
HG02390	HG02390	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02390.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02390	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02390/analysis/HG02390.haplotypeCalls.er.raw.g.vcf.gz	0
HG02391	HG02391	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02391.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02391	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02391/analysis/HG02391.haplotypeCalls.er.raw.g.vcf.gz	0
HG02392	HG02392	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02392.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02392	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02392/analysis/HG02392.haplotypeCalls.er.raw.g.vcf.gz	0
HG02394	HG02394	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02394.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02394	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02394/analysis/HG02394.haplotypeCalls.er.raw.g.vcf.gz	0
HG02395	HG02395	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02395.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02395	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02395/analysis/HG02395.haplotypeCalls.er.raw.g.vcf.gz	0
HG02396	HG02396	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02396.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02396	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02396/analysis/HG02396.haplotypeCalls.er.raw.g.vcf.gz	0
HG02397	HG02397	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02397.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02397	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02397/analysis/HG02397.haplotypeCalls.er.raw.g.vcf.gz	0
HG02398	HG02398	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02398.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02398	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02398/analysis/HG02398.haplotypeCalls.er.raw.g.vcf.gz	0
HG02399	HG02399	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02399.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02399	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02399/analysis/HG02399.haplotypeCalls.er.raw.g.vcf.gz	0
HG02401	HG02401	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02401.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02401	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02401/analysis/HG02401.haplotypeCalls.er.raw.g.vcf.gz	0
HG02402	HG02402	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02402.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02402	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02402/analysis/HG02402.haplotypeCalls.er.raw.g.vcf.gz	0
HG02406	HG02406	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02406.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02406	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02406/analysis/HG02406.haplotypeCalls.er.raw.g.vcf.gz	0
HG02407	HG02407	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02407.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02407	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02407/analysis/HG02407.haplotypeCalls.er.raw.g.vcf.gz	0
HG02408	HG02408	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02408.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02408/analysis/HG02408.haplotypeCalls.er.raw.g.vcf.gz	-
HG02409	HG02409	thousand-genomes	cdx	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02409.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	HG02409	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02409/analysis/HG02409.haplotypeCalls.er.raw.g.vcf.gz	0
HG02410	HG02410	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02410.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02410/analysis/HG02410.haplotypeCalls.er.raw.g.vcf.gz	-
HG02419	HG02419	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02419.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB36	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02419/analysis/HG02419.haplotypeCalls.er.raw.g.vcf.gz	0
HG02420	HG02420	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02420.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB37	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02420/analysis/HG02420.haplotypeCalls.er.raw.g.vcf.gz	0
HG02425	HG02425	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02425.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02425/analysis/HG02425.haplotypeCalls.er.raw.g.vcf.gz	-
HG02427	HG02427	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02427.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB37	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02427/analysis/HG02427.haplotypeCalls.er.raw.g.vcf.gz	0
HG02429	HG02429	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02429.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB39	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02429/analysis/HG02429.haplotypeCalls.er.raw.g.vcf.gz	0
HG02433	HG02433	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02433.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB41	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02433/analysis/HG02433.haplotypeCalls.er.raw.g.vcf.gz	0
HG02439	HG02439	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02439.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02439/analysis/HG02439.haplotypeCalls.er.raw.g.vcf.gz	-
HG02442	HG02442	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02442.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB43	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02442/analysis/HG02442.haplotypeCalls.er.raw.g.vcf.gz	0
HG02445	HG02445	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02445.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB44	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02445/analysis/HG02445.haplotypeCalls.er.raw.g.vcf.gz	0
HG02449	HG02449	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02449.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB46	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02449/analysis/HG02449.haplotypeCalls.er.raw.g.vcf.gz	0
HG02450	HG02450	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02450.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB46	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02450/analysis/HG02450.haplotypeCalls.er.raw.g.vcf.gz	0
HG02455	HG02455	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02455.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02455/analysis/HG02455.haplotypeCalls.er.raw.g.vcf.gz	-
HG02461	HG02461	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02461.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02461/analysis/HG02461.haplotypeCalls.er.raw.g.vcf.gz	-
HG02462	HG02462	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02462.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02462/analysis/HG02462.haplotypeCalls.er.raw.g.vcf.gz	-
HG02464	HG02464	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02464.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02464/analysis/HG02464.haplotypeCalls.er.raw.g.vcf.gz	-
HG02465	HG02465	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02465.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02465/analysis/HG02465.haplotypeCalls.er.raw.g.vcf.gz	-
HG02470	HG02470	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02470.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB49	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02470/analysis/HG02470.haplotypeCalls.er.raw.g.vcf.gz	0
HG02471	HG02471	thousand-genomes	acb	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02471.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	BB49	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02471/analysis/HG02471.haplotypeCalls.er.raw.g.vcf.gz	0
HG02476	HG02476	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02476.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02476/analysis/HG02476.haplotypeCalls.er.raw.g.vcf.gz	-
HG02477	HG02477	thousand-genomes	-	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG02477.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	0	0	0	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.gVCF.2019-02-06/Sample_HG02477/analysis/HG02477.haplotypeCalls.er.raw.g.vcf.gz	-
